Ignore,Key Address,Key Name,State,Testing Site Name,Facility Type,Testing Site Address,Testing Site Zip,Testing Site Phone Number,Testing Site Hours,Instructions,URL Source,
,"1600 Medical Pkwy, Carson City, NV 89703",Carson Tahoe Regional Medical Center,Nevada,Carson Tahoe Regional Medical Center,Drive-Thru,"1600 Medical Pkwy, Carson City, NV 89703",89703,(775) 445-6675,Call to confirm hours,"This is for screening only. This is not a testing center. A medical tent outside Carson Tahoe Emergency Department has been set up at the Regional Medical Center and is operational. Right now the tent will serve as a designated area to screen/triage patients concerned with respiratory illness, not as a COPVID-19 testing center. This area can accommodate both drive-up patients (screened in their vehicles) and walk-up patients. Drive-Up patients will be asked to wait in their vehicles and call (775) 445-6675 for further medical assistance.",https://blog.carsontahoe.com/coronavirus-updates/,
,"901 Adams Boulevard, Boulder City, Nevada 89005",Boulder City Hospital,Nevada,Boulder City Hospital,Hospital,"901 Adams Boulevard, Boulder City, Nevada 89005",89005,(702) 293-4111,24 hours,"Testing requires a doctor's order. If you are experiencing the symptoms of COVID-19 (e.g., fever ≥ 100 F, cough, shortness of breath), please call your Primary Care Provider for advice. We are asking that you not come to the Emergency Room as a first choice unless you are severely ill.",http://bchcares.org/,
,"6125 W Sahara Ave #1B, Las Vegas, NV 89146",Sahara West Urgent Care,Nevada,Sahara West Urgent Care,Drive-Thru,"6125 W Sahara Ave #1B, Las Vegas, NV 89146",89146,(702) 248-0554,9 am - 9 pm seven days a week,Testing for COVID-19 at this location is by appointment only. You must have a referral from a physician. Please call with your referral and you will be scheduled for the next available appointment.,https://www.fox5vegas.com/coronavirus/drive-thru-covid--testing-halted-staff-overwhelmed-in-las/article_5aae8078-6a3e-11ea-a597-5b88fd5f3b29.html,
,"1125 Shadow Lane, Las Vegas, NV 89102",University of Nevada Las Vegas,Nevada,University of Nevada Las Vegas,Drive-Thru,"1125 Shadow Lane, Las Vegas, NV 89102",89102,(702) 583-4408,10 am - 3 pm Monday - Friday,"Testing requires an appointment. Testing is open to the public, though only those who meet the Centers for Disease Control and Prevention guidelines and pass phone screening will be tested. Those seeking treatment can call (702) 583-4408 between 8:30 a.m. and 3 p.m. Monday through Friday to determine if they require testing. If screening indicates the need for testing, individuals will be scheduled for the drive-through screening appointment.",https://www.unlv.edu/medicine/coronavirus,
,"18653 Wedge Pkwy , Reno, NV 89511",Saint Mary's Medical Group - Galena,Nevada,Saint Mary's Medical Group - Galena,Urgent Care,"18653 Wedge Pkwy , Reno, NV 89511",89511,(775) 770-7210,7 am - 7 pm Monday - Friday; 9 am - 5 pm Saturday & Sunday,"Use the Carbon Health coronavirus symptom checker to conduct a free virtual screening: https://carbonhealth.com/coronavirus. If the provider believes you should be tested for COVID-19, they will schedule an appointment and give you directions to come to the clinic for testing.",https://carbonhealth.com/coronavirus,
,"6255 Sharlands Ave , Reno, NV 89523",Saint Mary's Medical Group - Northwest Reno,Nevada,Saint Mary's Medical Group - Northwest Reno,Urgent Care,"6255 Sharlands Ave , Reno, NV 89523",89523,(775) 770-7580,7 am - 7 pm Monday - Friday; 9 am - 5 pm Saturday & Sunday,"Use the Carbon Health coronavirus symptom checker to conduct a free virtual screening: https://carbonhealth.com/coronavirus. If the provider believes you should be tested for COVID-19, they will schedule an appointment and give you directions to come to the clinic for testing.",https://carbonhealth.com/coronavirus,
,"280 Vista Knoll Pkwy , Reno, NV 89506",Saint Mary's Medical Group - North Valleys,Nevada,Saint Mary's Medical Group - North Valleys,Urgent Care,"280 Vista Knoll Pkwy , Reno, NV 89506",89506,(775) 770-7530,"8 am - 5 pm Monday, Tuesday, Thursday, Friday; 8 am -4 pm Wednesday; 9 am - 5 pm Saturday & Sunday","Use the Carbon Health coronavirus symptom checker to conduct a free virtual screening: https://carbonhealth.com/coronavirus. If the provider believes you should be tested for COVID-19, they will schedule an appointment and give you directions to come to the clinic for testing.",https://carbonhealth.com/coronavirus,
,"5070 Ion Dr , Sparks, NV 89436",Saint Mary's Medical Group - Spanish Springs,Nevada,Saint Mary's Medical Group - Spanish Springs,Urgent Care,"5070 Ion Dr , Sparks, NV 89436",89436,(775) 770-7727,7 am - 7 pm Monday - Friday; 9 am - 5 pm Saturday & Sunday,"Use the Carbon Health coronavirus symptom checker to conduct a free virtual screening: https://carbonhealth.com/coronavirus. If the provider believes you should be tested for COVID-19, they will schedule an appointment and give you directions to come to the clinic for testing.",https://carbonhealth.com/coronavirus,
,"4350 Dewey Ave, Omaha, NE",Nebraska Medicine,Nebraska,Nebraska Medicine,Hospital,"4350 Dewey Ave, Omaha, NE",,(402) 559-4000,Call to confirm,"If you have recently traveled to an area with widespread outbreak, or had close contact with a person known to have COVID-19, call 402.559.0041 prior to making a clinic appointment, visiting an Immediate Care Clinic or the emergency room. Our staff will provide screening evaluation and recommendation on next steps. If you are not a Nebraska Medicine patient, you are encouraged to call your local primary care provider for guidance.",http://dhhs.ne.gov/Documents/Testing%20Locations.pdf,
,"16901 Lakeside Hills Ct, Omaha, NE 68130",CHI Health Lakeside,Nebraska,CHI Health Lakeside,Hospital,"16901 Lakeside Hills Ct, Omaha, NE 68130",68130,(402) 717-8000,24 hours,"To qualify for COVID-19 testing at CHI Health, take the questionnaire located here: https://www.chihealth.com/coronavirus. If you are deemed at risk for infection, a provider will schedule a test with you.",http://dhhs.ne.gov/Documents/Testing%20Locations.pdf,
,"825 S 169th St, Omaha, NE",Nebraska Methodist Health System,Nebraska,Nebraska Methodist Health System,Hospital,"825 S 169th St, Omaha, NE",,(402) 815-7425,24 hours,"If you have fever of 100 degrees or higher, sore throat, cough, difficulty breathing then you may call the Methodist Coronavirus (COVID-19) Hotline at (402) 815-7425. The Methodist Coronavirus (COVID-19) Hotline is staffed every day from 6 a.m. to 11 p.m. Operators can address questions about the disease, connect you to your county health department or discuss concerns about exposure.",http://dhhs.ne.gov/Documents/Testing%20Locations.pdf,
,"2300 S. 16th St. Lincoln, NE",Bryan Medical Center,Nebraska,Bryan Medical Center,Hospital,"2300 S. 16th St. Lincoln, NE",,(402) 481-0500,24/7,"Please take this free, short online questionnaire to determine if you should seek care: https://bryanhealth.zipnosis.com/",http://dhhs.ne.gov/Documents/Testing%20Locations.pdf,
,"1301 Grundman Blvd, Nebraska City, NE 68410",CHI Health St. Mary's,Nebraska,CHI Health St. Mary's,Hospital,"1301 Grundman Blvd, Nebraska City, NE 68410",68410,(402) 873-3321,24 hours,"To qualify for COVID-19 testing at CHI Health, take the questionnaire located here: https://www.chihealth.com/coronavirus.  If you are deemed at risk for infection, a provider will schedule a test with you.",http://dhhs.ne.gov/Documents/Testing%20Locations.pdf,
,"11111 S 84th St, Papillion, NE 68046",CHI Health Midlands,Nebraska,CHI Health Midlands,Hospital,"11111 S 84th St, Papillion, NE 68046",68046,(402) 593-3000,24 hours,"To qualify for COVID-19 testing at CHI Health, take the questionnaire located here: https://www.chihealth.com/coronavirus.  If you are deemed at risk for infection, a provider will schedule a test with you.",http://dhhs.ne.gov/Documents/Testing%20Locations.pdf,
,"2500 Bellevue Medical Center Dr, Bellevue, NE",Bellevue Hospital,Nebraska,Bellevue Hospital,Hospital,"2500 Bellevue Medical Center Dr, Bellevue, NE",,(800) 922-0000,24 hours,"To qualify for COVID-19 testing at this location, please have a physician's referral upon arrival.",http://dhhs.ne.gov/Documents/Testing%20Locations.pdf,
,"202 E Nifong Blvd, Columbia, Missouri 65203","Providence Urgent Care: Columbia, MO (Nifong Blvd.)",Missouri,"Providence Urgent Care: Columbia, MO (Nifong Blvd.)",Drive-Thru,"202 E Nifong Blvd, Columbia, Missouri 65203",65203,(573) 874-6824,"9 am - 8 pm, Every day","Please stay in your car until a healthcare professional approaches you. To be tested for COVID-19 at this site, you must display symptoms such as dry cough, fever, or difficulty breathing.",https://nextcare.com/curbside/,
,"1600 E. Broadway, Columbia, MO 65201; Lot 1 by the Emergency Room",Boone Hospital,Missouri,Boone Hospital,Drive-Thru,"1600 E. Broadway, Columbia, MO 65201; Lot 1 by the Emergency Room",65201,(573) 815-8000,Call to confirm,Tests require a referral from a physician.,https://www.columbiamissourian.com/news/covid19/boone-hospital-opens-covid--drive-thru-test-collection-site/article_35b2708e-693c-11ea-b7cd-bb2c8e9dbb7c.html,
,"800 Hospital Dr, Columbia, MO 65201",Harry S. Truman Memorial Veterans' Hospital (VA),Missouri,Harry S. Truman Memorial Veterans' Hospital (VA),Hospital,"800 Hospital Dr, Columbia, MO 65201",65201,(573) 814-6000,24 hours,Tests require a referral from a physician.,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/mobile-testing.php,
,"1 Hospital Dr, Columbia, MO 65201",MU Health,Missouri,MU Health,Drive-Thru,"1 Hospital Dr, Columbia, MO 65201",65201,(573) 882-4141,7 am - 7 pm daily,"Tests require a referral from a physician. To be assessed, contact your primary care provider or go to www.muhealthvideovisits.org and choose the “COVID-19 Video Visit” . This video visit assessment is free.",https://www.muhealth.org/our-stories/how-do-i-get-tested-covid-19?utm_source=website&utm_medium=homepage,
,"211 St Francis Dr, Cape Girardeau, MO 63703",Saint Francis Medical Center,Missouri,Saint Francis Medical Center,Hospital,"211 St Francis Dr, Cape Girardeau, MO 63703",63703,(573) 331-4200,9 am - 5 pm,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this location.",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/mobile-testing.php,
,"1600 E Evergreen St, Cameron, MO 64429",Cameron Regional Medical Center,Missouri,Cameron Regional Medical Center,Hospital,"1600 E Evergreen St, Cameron, MO 64429",64429,(816) 632-2101,24 hours,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this location.",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/mobile-testing.php,
,"1125 Madison St, Jefferson City, MO 65101",Capital Region Medical Center,Missouri,Capital Region Medical Center,Hospital,"1125 Madison St, Jefferson City, MO 65101",65101,(833) 763-0444,Call to confirm,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this location.",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/mobile-testing.php,
,"1235 E Cherokee St, Springfield, MO 65804",Mercy Hospital Springfield,Missouri,Mercy Hospital Springfield,Hospital,"1235 E Cherokee St, Springfield, MO 65804",65804,(417) 885-2000,24 hours,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, please call Mercy’s clinical support line at (314)-251-0500 to be screened. If instructed, you may visit the drive-through testing site.",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/mobile-testing.php,
,"3801 S National Ave, Springfield, MO 65807",South Cox Hospital - West Pavilion,Missouri,South Cox Hospital - West Pavilion,Hospital,"3801 S National Ave, Springfield, MO 65807",65807,(417) 269-6000,24 hours,"To qualify for COVID-19 testing, you must have a doctor's referral.",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/mobile-testing.php,
,"227 E Chestnut Expy, Springfield, MO 65802",The Springfield-Greene County Health Department Testing Site,Missouri,The Springfield-Greene County Health Department Testing Site,Drive-Thru,"227 E Chestnut Expy, Springfield, MO 65802",65802,(417) 864-1658,Call to confirm,"To qualify for COVID-19 testing at this location, you must have a doctor's referral.",https://www.mercy.net/service/covid-19/,
,"1500 N Oakland Ave, Bolivar, MO 65613",Citizens Memorial Hospital,Missouri,Citizens Memorial Hospital,Hospital,"1500 N Oakland Ave, Bolivar, MO 65613",65613,(417) 328-6501,24 hours,Tests require a referral from a physician.,,
,"1926 Oak St, Unionville, MO 63565",Putnam County Memorial Hospital,Missouri,Putnam County Memorial Hospital,Hospital,"1926 Oak St, Unionville, MO 63565",63565,(660) 947-2411,Call to confirm,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this location.",,
,"915 N Grand Blvd, St. Louis, MO 63106",VA St. Louis Health Care System,Missouri,VA St. Louis Health Care System,Hospital,"915 N Grand Blvd, St. Louis, MO 63106",63106,(314) 652-4100,Call to confirm,Tests require a referral from a physician.,,
,"10010 Kennerly Rd, St. Louis, MO 63128",Mercy Hospital South,Missouri,Mercy Hospital South,Hospital,"10010 Kennerly Rd, St. Louis, MO 63128",63128,(314) 525-1000,Call to confirm,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, please call Mercy’s clinical support line at (314)-251-0500 to be screened. If instructed, you may visit the drive-through testing site.",,
,"100 Medical Plaza, Lake St Louis, MO 63367",SSM St. Joseph Hospital-Lake St. Louis,Missouri,SSM St. Joseph Hospital-Lake St. Louis,Hospital,"100 Medical Plaza, Lake St Louis, MO 63367",63367,(636) 625-5200,Call to confirm,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this location.",,
,"15740 S. Outer Forty Road, Chesterfield, Missouri",Mercy Hospital,Missouri,Mercy Hospital,Drive-Thru,"15740 S. Outer Forty Road, Chesterfield, Missouri",,(314) 251-0500,Call to confirm,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, please call Mercy’s clinical support line at (314)-251-0500 to be screened. If instructed, you may visit the drive-through testing site.",https://www.mercy.net/service/covid-19/?utm_source=alert&utm_medium=website&utm_campaign=covid_19,
,"630 W 3rd St, Milan, MO 63556",Sullivan County Memorial Hospital,Missouri,Sullivan County Memorial Hospital,Hospital,"630 W 3rd St, Milan, MO 63556",63556,(314) 652-4100,24 hours,Tests require a referral from your doctor.,,
,"901 E Fifth St, Washington, MO 63090",Mercy Hospital Washington,Missouri,Mercy Hospital Washington,,"901 E Fifth St, Washington, MO 63090",63090,(636) 239-8000,Call to confirm,"To qualify for COVID-19 testing, you must display clear symptoms such as fever, dry cough, or shortness of breath. If you have recently travelled internationally or have been in contact with people that have recently travelled internationally, contact your primary care physician first and follow their instructions.",,
,"407 Interchange Drive, Fulton, MS",MedPlus Urgent Care,Mississippi,MedPlus Urgent Care,Urgent Care,"407 Interchange Drive, Fulton, MS",,(662) 269-8000,"7 am - 7 pm, Monday - Friday; 8 am - 7 pm, Saturday; 12 pm - 7 pm, Sunday","Patients should not enter the physical clinic, as it puts other patients and the staff at risk. Testing will be done in the parking lots of both locations, with MedPlus treating patients at their car.",https://www.medplusclinics.com/,
,"407 Interchange Drive, Fulton, MS 38843",MedPlus Family and Urgent Care,Mississippi,MedPlus Family and Urgent Care,Urgent Care,"407 Interchange Drive, Fulton, MS 38843",38843,(662) 269-8000,,"MedPlus is asking patients, if they can, to log on online to sign up for services. They can choose a time to come in and list coronavirus testing as the visit type. Visitors are asked to include their type of car and color of color in the “Info for the Provider” box. Patients should not enter the physical clinic, as it puts other patients and the staff at risk. Testing will be done in the parking lots of both locations, with MedPlus treating patients at their car.",https://www.medplusclinics.com/,
,"874 Barnes Crossing Road, Tupelo, MS",MedPlus Family,Mississippi,MedPlus Family,Urgent Care,"874 Barnes Crossing Road, Tupelo, MS",,(662) 841-0002,"7 am - 7 pm, Monday - Friday; 8 am - 7 pm, Saturday; 12 pm - 7 pm, Sunday","Patients should not enter the physical clinic, as it puts other patients and the staff at risk. Testing will be done in the parking lots of both locations, with MedPlus treating patients at their car.",https://www.medplusclinics.com/,
,"874 Barnes Crossing Road, Tupelo, MS 38804",MedPlus Family and Urgent Care,Mississippi,MedPlus Family and Urgent Care,Urgent Care,"874 Barnes Crossing Road, Tupelo, MS 38804",38804,(662) 841-0002,,"MedPlus is asking patients, if they can, to log on online to sign up for services. They can choose a time to come in and list coronavirus testing as the visit type. Visitors are asked to include their type of car and color of color in the “Info for the Provider” box. Patients should not enter the physical clinic, as it puts other patients and the staff at risk. Testing will be done in the parking lots of both locations, with MedPlus treating patients at their car.",https://www.medplusclinics.com/,
,"12000 MS-15 #1, Philadelphia, MS 39350",Neshoba General Hospital,Mississippi,Neshoba General Hospital,Drive-Thru,"12000 MS-15 #1, Philadelphia, MS 39350",39350,(601) 663-1213,Call to confirm,"If you are experiencing COVID-19 symptoms, please call us at (601) 663-1213 to be screened over the phone. If you qualify, you may arrive at our drive-through location.",https://www.neshobageneral.com/,
,"100 E Michigan Ave, Jackson, MI 49201",Henry Ford Allegiance Health,Michigan,Henry Ford Allegiance Health,Drive-Thru,"100 E Michigan Ave, Jackson, MI 49201",49201,(313) 874-7500,Call to confirm,"To conserve resources for those who are sickest, anyone with symptoms of fever, dry cough and shortness of breath must first call the Henry Ford MyCare Advice Line at (313) 874-7500 to be screened and given an appointment at the testing center. Anyone showing up to the drive-through testing center without an appointment will be turned away, with no exceptions.",https://www.henryford.com/locations/allegiance-health/covid19-jackson,
,"100 Michigan St NE, Grand Rapids, MI 49503",Spectrum Health Butterworth Hospital,Michigan,Spectrum Health Butterworth Hospital,Hospital,"100 Michigan St NE, Grand Rapids, MI 49503",49503,(866) 989-7999,24 hours,"To qualify for COVID-19 testing at this location, call",https://www.spectrumhealth.org/locations/spectrum-health-hospitals-butterworth-hospital,
,"1000 Harrington St, Mt Clemens, MI 48043",Mclaren Macomb Hospital,Michigan,Mclaren Macomb Hospital,Hospital,"1000 Harrington St, Mt Clemens, MI 48043",48043,(586) 493-8000,Call to confirm,"To qualify for COVID-19 testing, you must display clear symptoms such as fever, dry cough, or shortness of breath. If you have recently travelled internationally or have been in contact with people that have recently travelled internationally, contact your primary care physician first and follow their instructions.",https://www.mclaren.org/macomb/mclaren-macomb-home?utm_source=loc-410&utm_medium=organic&utm_campaign=google-my-business&utm_content=gmb,
,"44201 Dequindre Rd, Troy, MI 48085","Beaumont Hospital, Troy",Michigan,"Beaumont Hospital, Troy",Drive-Thru,"44201 Dequindre Rd, Troy, MI 48085",48085,(800) 592-4784,24 hours,"Call (800) 592-4784 to be screened by a nurse. They will determine whether or not it is necessary for you to get tested, and then direct you to one of the hospital's drive-thru screening locations.",https://www.beaumont.org/health-wellness/coronavirus,
,"28050 Grand River Ave, Farmington Hills, MI 48336","Beaumont Hospital, Farmington Hills",Michigan,"Beaumont Hospital, Farmington Hills",Drive-Thru,"28050 Grand River Ave, Farmington Hills, MI 48336",48336,(800) 592-4784,24 hours,"Call (800) 592-4784 to be screened by a nurse. They will determine whether or not it is necessary for you to get tested, and then direct you to one of the hospital's drive-thru screening locations.",https://www.beaumont.org/health-wellness/coronavirus,
,"3601 W 13 Mile Rd, Royal Oak, MI 48073","Beaumont Hospital, Royal Oak",Michigan,"Beaumont Hospital, Royal Oak",Drive-Thru,"3601 W 13 Mile Rd, Royal Oak, MI 48073",48073,(800) 592-4784,Call to confirm,"Call (800) 592-4784 to be screened by a nurse. They will determine whether or not it is necessary for you to get tested, and then direct you to one of the hospital's drive-thru screening locations.",https://www.beaumont.org/health-wellness/coronavirus,
,"1099 S. Beacon Boulevard Grand Haven, MI",North Ottawa Community Health System,Michigan,North Ottawa Community Health System,Drive-Thru,"1099 S. Beacon Boulevard Grand Haven, MI",,(616) 935-7810,9 am - 5 pm,"To be tested for COVID-19 at our institution, please call (616) 935-7810 before arrival to confirm qualifications for testing.",,
,"380 Parkland Plaza, Ann Arbor, MI 48103",Michigan Medicine/West Ann Arbor Health Center,Michigan,Michigan Medicine/West Ann Arbor Health Center,Clinic,"380 Parkland Plaza, Ann Arbor, MI 48103",48103,(734) 998-7380,Call to confirm,"To be tested for COVID-19 at our institution, please provide a doctor's referral upon arrival.",,
,1120 W. State Fair Avenue,Michigan State Fairgrounds,Michigan,Michigan State Fairgrounds,Drive-Thru,1120 W. State Fair Avenue,,(313) 230-0505,"9 am - 6 pm, Monday - Friday","To be tested for COVID-19 at our institution, please call (313) 230-0505 to set up an appointment before arrival. Once your appointment is set, be sure bring a doctor's referral upon arrival.",https://detroitmi.gov/departments/detroit-health-department/programs-and-services/communicable-disease/coronavirus-covid-19/coronavirus-community-care-network-drive-thru-testing,
,"5450 Fort St, Trenton, MI 48183","Beaumont Hospital, Trenton",Michigan,"Beaumont Hospital, Trenton",Drive-Thru,"5450 Fort St, Trenton, MI 48183",48183,(800) 592-4784,24 hours,"Call (800) 592-4784 to be screened by a nurse. They will determine whether or not it is necessary for you to get tested, and then direct you to one of the hospital's drive-thru screening locations.",https://www.beaumont.org/health-wellness/coronavirus,
,"18101 Oakwood Blvd, Dearborn, MI 48124","Beaumont Hospital, Dearborn",Michigan,"Beaumont Hospital, Dearborn",Drive-Thru,"18101 Oakwood Blvd, Dearborn, MI 48124",48124,(800) 592-4784,24 hours,"Call (800) 592-4784 to be screened by a nurse. They will determine whether or not it is necessary for you to get tested, and then direct you to one of the hospital's drive-thru screening locations.",https://www.beaumont.org/health-wellness/coronavirus,
,"468 Cadieux Rd, Grosse Pointe, MI 48230","Beaumont Health, Grosse Pointe",Michigan,"Beaumont Health, Grosse Pointe",Drive-Thru,"468 Cadieux Rd, Grosse Pointe, MI 48230",48230,(800) 592-4784,24 hours,"Call (800) 592-4784 to be screened by a nurse. They will determine whether or not it is necessary for you to get tested, and then direct you to one of the hospital's drive-thru screening locations.",https://providers.beaumont.org/homepage-content/stories/news-details/Detail/2e7c84c9-feaa-4330-afa1-1add9b3fa18b/,
,"27 Park St, Hyannis, MA 02601",Cape Cod Hospital,Massachusetts,Cape Cod Hospital,Hospital,"27 Park St, Hyannis, MA 02601",2601,(508) 771-1800,Open 24 hrs,"To prevent further spread of infection, do not go directly to your doctor’s office, urgent care or emergency centers, contact your primary care physician by phone first. Based on your symptoms, your doctor’s office will ask a series of questions about your health, travel and close contacts to confirm if you need to be tested. If you are experiencing serious symptoms (high fever, shortness of breath, persistent pain in chest, dry cough) and do not have a primary care provider, please visit the triage tents located outside of Cape Cod Hospital and Falmouth Hospital for screening. As always, if you are experiencing a medical emergency, please call 911.",https://www.capecodhealth.org/locations/profile/falmouth-hospital/,
,"100 Ter Heun Dr, Falmouth, MA 02540",Falmouth Hospital,Massachusetts,Falmouth Hospital,Hospital,"100 Ter Heun Dr, Falmouth, MA 02540",2540,(508) 548-5300,Open 24 hrs,"To prevent further spread of infection, do not go directly to your doctor’s office, urgent care or emergency centers, contact your primary care physician by phone first. Based on your symptoms, your doctor’s office will ask a series of questions about your health, travel and close contacts to confirm if you need to be tested. If you are experiencing serious symptoms (high fever, shortness of breath, persistent pain in chest, dry cough) and do not have a primary care provider, please visit the triage tents located outside of Cape Cod Hospital and Falmouth Hospital for screening. As always, if you are experiencing a medical emergency, please call 911.",https://www.capecodhealth.org/medical-services/infectious-disease/drive-through-covid-19-testing-at-4cs/,
,"2240 Lyannough Rd, West Barnstable, MA 02668",Cape Cod Community College,Massachusetts,Cape Cod Community College,Drive-Thru,"2240 Lyannough Rd, West Barnstable, MA 02668",2668,(508) 771-1800,"8 am - 6 pm, Monday - Friday","To be tested at this facility, you must have a doctor's referral. If your provider determines that you qualify for testing, you will be contacted and given a date and time for your appointment.",https://www.southcoast.org/important-information-about-the-covid-19-coronavirus/,
,"273 Teaticket Highway, Falmouth, MA 02540",Cape Cod Healthcare Urgent Care - Falmouth,Massachusetts,Cape Cod Healthcare Urgent Care - Falmouth,Urgent Care,"273 Teaticket Highway, Falmouth, MA 02540",2540,(508) 495-8000,Temporarily Closed,This site is currently closed,https://www.wbur.org/commonhealth/2020/03/17/drive-through-coronavirus-tests-boston,
,"525 Long Pond Drive, Harwich MA 02645",Cape Cod Healthcare Urgent Care - Harwich,Massachusetts,Cape Cod Healthcare Urgent Care - Harwich,Urgent Care,"525 Long Pond Drive, Harwich MA 02645",2645,(508) 430-3330,"8 am - 6 pm, Monday - Friday; 8 am - 4 pm Saturday - Sunday","To be tested at this facility, you must have a doctor's referral and appointment. Call your primary care provider if you're experiencing symptoms",https://www.masslive.com/coronavirus/2020/03/coronavirus-testing-locations-drive-thru-testing-has-begun-in-massachusetts-but-many-require-appointments-prescription-from-doctor.html,
,"1220 Iyannough Road, Hyannis, MA 02601",Cape Cod Healthcare Urgent Care - Hyannis,Massachusetts,Cape Cod Healthcare Urgent Care - Hyannis,Urgent Care,"1220 Iyannough Road, Hyannis, MA 02601",2601,(508) 862-7900,"9 am - 7 pm, Monday - Friday; 8 am - 4 pm Saturday - Sunday","To be tested at this facility, you must have a doctor's referral. Call your primary care provider if you're experiencing symptoms",https://www.cooleydickinson.org/2020/03/thank-you-for-helping-us-help-you-a-message-from-cooley-dickinson-leadership/,
,"2 Jan Sebastian Drive, Sandwich, MA 02563",Cape Cod Healthcare Urgent Care - Sandwich,Massachusetts,Cape Cod Healthcare Urgent Care - Sandwich,Urgent Care,"2 Jan Sebastian Drive, Sandwich, MA 02563",2563,(508) 833-2639,"9 am - 7 pm, Monday - Friday; 8 am - 4 pm Saturday - Sunday","To be tested at this facility, you must have a doctor's referral. Call your primary care provider if you're experiencing symptoms",https://www.challiance.org/about/newsroom/cambridge_health_alliance_to_provide_covid19_testi_1178,
,"Patriot Square 484 Rte. 134 South Dennis, MA 02660",CareWell Urgent Care-South Dennis,Massachusetts,CareWell Urgent Care-South Dennis,Urgent Care,"Patriot Square 484 Rte. 134 South Dennis, MA 02660",2660,(508) 694-7901,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://www.wusa9.com/article/news/health/coronavirus/heres-a-list-of-testing-centers-across-the-dmv-area/65-d8542f08-ad11-450a-941d-ab56ca9b68a5,
,"2 Essex Center Dr, Peabody, MA 01960",Atrius Health: Peabody Site,Massachusetts,Atrius Health: Peabody Site,Drive-Thru,"2 Essex Center Dr, Peabody, MA 01960",1960,,,"Call your primary care physician if you are experiencing symptoms of shortness of breath, fever or dry cough or have been exposed to someone with COVID-19.  If your symptoms meet the criteria for testing, your physician will give you a referral. The drive-through testing is only for Atrius patients who have already phoned, been evaluated and given an appointment.",https://www.wbur.org/commonhealth/2020/03/27/first-responders-testing-covid-19-suffolk-downs,
,"147 S Main St, Middleton, MA 01949",Middleton Family Medicine,Massachusetts,Middleton Family Medicine,Drive-Thru,"147 S Main St, Middleton, MA 01949",1949,(978) 774-2555,8 am - 5:30 pm Monday - Friday; 8 am - 12 pm Saturday - Sunday,"Call the Middleton Family Medicine office for a telemedicine pre-screening. When a patient contacts the office, a telemedicine call is set up. Through the practice’s mobile app, they can visit with a patient virtually to examine and diagnose symptoms. If a doctor believes the symptoms are coronavirus related, a drive-thru test is scheduled, but not for COVID-19 at first. They will perform on-site in-car tests for the flu, strep throat and other possible illnesses. The tests are conducted on-site and take about 15 minutes. Depending on those results, the physician will call the patient and advise them on whether a coronavirus test is needed.",https://www.telegram.com/news/20200318/drive-thru-coronavirus-testing-at-umass-memorial-has-light-volume-on-first-day,
,"229 Andover Street (Rt 114) Peabody, MA 01960",CareWell Urgent Care-Peabody,Massachusetts,CareWell Urgent Care-Peabody,Urgent Care,"229 Andover Street (Rt 114) Peabody, MA 01960",1960,(978) 826-5950,"8am-8pm, Monday-Sunday","** Note: check website for updates on hours ** This facility follows guidelines for testing based on the Centers for Disease Control and Prevention (CDC) and the Massachusetts department of public health. They advise to call your provider, or their urgent care facility for evaluation of your symptoms. From there, they work with both commercial and state labs to facilitate the testing.",https://wtop.com/coronavirus/2020/03/arlington-hospital-opens-drive-thru-coronavirus-sample-collection-site/,
,"30 Locust St, Northampton, MA 01060",Cooley Dickinson Hospital,Massachusetts,Cooley Dickinson Hospital,Hospital,"30 Locust St, Northampton, MA 01060",1060,(413) 582-2000,Open 24hrs,"To be tested at this facility, you must have a doctor's referral. Testing is currently extremely limited.  A more extensive testing clinic could be opened as soon as the quantity of testing calls for it",https://www.carewellurgentcare.com/covid-19-response-at-carewell/,
