name,description,address,city,state,postcode,country,phone,website,email,monday,tuesday,wednesday,thursday,friday,saturday,sunday,tags,extra,lat,lng,hours
Tarrant County Health Department,813 Brown Trail,Bedford,TX, ,2-1-1,"",32.825916,-97.163605,24/7
Baylor St. Luke's Medical Group - Primary Care,210 Lake Road,Lake Jackson,TX,77566,"",https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-group-primary-care-2,29.03742096,-95.4596308,
My Family Doctor,6430 Hillcroft Ave,Houston,TX,77081, ,https://www.covid19drivethru.com,29.7114472,-95.4944664,M-F 8 AM - 8 PM
Houston Methodist Same Day Primary Care Clinic - Willowbrook,18220 State Hwy. 249 Ste 400,Houston,TX,77070,"",https://www.houstonmethodist.org/pcg/same-day-clinics/,29.9656415,-95.5505177,
Emergency Department at CHI St. Luke's Health - The Vintage Hospital,20171 Chasewood Park Drive,Houston,TX,77070,"",https://www.chistlukeshealth.org/locations/emergency-department-chi-st-lukes-health-vintage-hospital,29.9892234,-95.5674329,
Baylor St. Luke's Emergency Center - Holcombe,2727 West Holcombe Boulevard,Houston,TX,77025,"",https://www.chistlukeshealth.org/locations/baylor-st-lukes-emergency-center-holcombe,29.7052072,-95.4212132,24/7
Houston Methodist Same Day Primary Care Clinic - Central,4710 Bellaire Blvd. Ste 175,Houston,TX,77401,"",https://www.houstonmethodist.org/pcg/same-day-clinics/,29.70648221,-95.46111217,
Emergency Department at CHI St. Luke's Health - Baylor St. Luke's Medical Center,6720 Bertner Avenue,Houston,TX,77030,"",https://www.chistlukeshealth.org/locations/emergency-department-chi-st-lukes-health-baylor-st-lukes-medical-center,29.70732167,-95.39916819,
Memorial Hermann Southwest Hospital Emergency Center,7600 Beechnut St,Houston,TX,77074,"",http://www.memorialhermann.org/locations/emergency-room-at-southwest/,29.6931653,-95.5194151,
Memorial Hermann Memorial City Medical Center Emergency Center,921 Gessner Rd,Houston,TX,77024,"",http://www.memorialhermann.org/locations/memorial-city-medical-center-er/,29.7813644,-95.545519,M-F 9 AM - 4 PM
Houston Methodist Same Day Primary Care Clinic - Sugar Land,18717 S. University Blvd. Ste 105,Sugar Land,TX,77479,"",https://www.houstonmethodist.org/pcg/same-day-clinics/,29.56644937,-95.63560349,
CHI St. Luke's Health Emergency Center - Memorial,501 North Brentwood Drive,Lufkin,TX,75904,"",https://www.chistlukeshealth.org/locations/chi-st-lukes-health-emergency-center-memorial,31.28224312,-94.71268718,
Hidalgo County Health Department,300 East Hackberry Avenue,McAllen,TX, ,2-1-1,"",26.209188,-98.21619,
Wichita County Public Health District,1700 3rd Street,Wichita Falls,TX, ,2-1-1,http://www.cwftx.net/index.aspx?nid=55,33.912262,-98.5049,
Memorial Hermann Sugar Land Hospital Emergency Center,17500 West Grand Pkwy South,Sugar Land,TX,77479,"",http://www.memorialhermann.org/locations/emergency-room-at-memorial-hermann-sugar-land/,29.5645211,-95.6904844,Call ahead
Emergency Department at CHI St. Luke's Health - The Woodlands Hospital,17200 St. Luke's Way,The Woodlands,TX,77384,"",https://www.chistlukeshealth.org/locations/emergency-department-chi-st-lukes-health-woodlands-hospital,30.20262743,-95.45937964,Open 24 Hours
Baylor St. Luke's Medical Group - Primary Care,8558 Creekside Forest,The Woodlands,TX,77375,"",https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-group-primary-care-24,30.0955092,-95.58939657,24/7
Chambers County Health Department,1107 Wilcox Street,Anahuac,TX, ,2-1-1,"",29.7724946,-94.674081,By appointment
Andrews County Health Department,208 Northwest 2nd Street,Andrews,TX, ,2-1-1,http://www.co.andrews.tx.us/health.htm#what,32.319355,-102.54931,By appointment
Brazoria County Health Department,400 North Holly Street,Sweeny,TX, ,2-1-1,"",29.042206,-95.69845,
Memorial Hermann - League City,2555 Gulf Freeway South,League City,TX,77573,"","",29.47108694,-95.09630932,24 hrs
Sweetwater-Nolan County Health Department,301 East 12th Street,Sweetwater,TX, ,2-1-1,http://www.nolancountyhealth.com/,32.47844,-100.40978,24/7
Houston Methodist West Hospital,18500 Katy Frwy.,Houston,TX,77094,"",https://www.houstonmethodist.org/locations/katy-west/,29.7872555,-95.6973075,
Harris County Public Health and Environmental Service,2223 West Loop South,Houston,TX, ,2-1-1,http://www.hcphes.org/contactus.htm,29.7440065,-95.4565881,24/7
Caprock Emergency,3134 Briarcrest Dr,Bryan,TX,77802,(979) 314 - 232,"",30.66574893,-96.3239484,Open 24 Hours
Baylor Scott and White Medical Center – Temple,2401 S 31st St.,Temple,TX,76508,"",https://www.bswhealth.com/locations/temple,31.0776472,-97.3639792,24/7
Harris County Health Department,1730 Humble Place Drive,Humble,TX, ,2-1-1,"",29.995766,-95.2495,
Memorial Hermann Northeast Hospital Emergency Center,18951 Memorial North,Humble,TX,77338,"",http://www.memorialhermann.org/locations/emergency-room-at-northeast/,29.9962841,-95.27475117,
Baylor St. Luke's Medical Group - Primary Care,2255 East Mossy Oaks Road,Spring,TX,77389,"",https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-group-primary-care-18,30.0902183,-95.4487657,
Memorial Hermann Convenient Care Center in Kingwood (Kingwood CCC),4533 Kingwood Drive,Kingwood,TX,77345,"",http://www.memorialhermann.org/locations/convenient-care-center-kingwood/,30.0541542,-95.15898076,
Caldwell County Health Department,1400 Farm to Market 20,Lockhart,TX, ,2-1-1,"",29.8724534,-97.654698,
Baylor St. Luke's Medical Group - Primary Care,827 South Magnolia Boulevard,Magnolia,TX,77355,"",https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-group-primary-care-15,30.19988599,-95.73667717,
Marshall-Harrison County Health,1900 South Washington Avenue,Marshall,TX, ,2-1-1,http://www.harrisoncountytexas.us/,32.52823,-94.36756,
Shannon Health,101-199 S Oakes St,San Angelo,TX,76903,844-6-SHANNON,"",31.46305309,-100.4348333,9am-5pm Mon-Fri
Grimes County Health Department,208 Judson Street,Navasota,TX, ,2-1-1,"",30.395107,-96.07906,Call ahead
Remedy,3200 Jones Rd,Austin,TX,78745,1-844-REMEDY-5,"",30.22829816,-97.80937219,8am-8pm
Cameron County Health Department,142 Champion Avenue,Port Isabel,TX, ,2-1-1,"",26.072412,-97.21467,
Baylor St. Luke's Medical Group - Primary Care,504 East Hospital Street,San Augustine,TX,75972,"",https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-group-primary-care-31,31.53129805,-94.10527576,By appointment
Baylor St. Luke's Medical Group - Primary Care,1327 Lake Pointe Parkway,Sugar Land,TX,77478,"",https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-group-primary-care-1,29.60527183,-95.62131198,
Houston Methodist Sugar Land Hospital,16655 Southwest Frwy.,Sugar Land,TX,77479,"",https://www.houstonmethodist.org/locations/sugar-land/,29.58988923,-95.63425896,
South Texas Medical Center Drive-Thru Testing,8431 Fredericksburg Rd,San Antonio,TX,78229, ,"",29.51865467,-98.57359168,
Memorial Hermann The Woodlands Medical Center Emergency Center,9250 Pinecroft Drive,The Woodlands,TX,77380,"",http://www.memorialhermann.org/locations/the-woodlands-er---level-iii-trauma-center/,30.17133202,-95.45826741,
Brownsville Sports Park,1000 Sports Park Blvd,Brownsville,TX,78526,"","",26.00572946,-97.52253128,
Texas MedClinic - Loop 410 / Broadway,1007 N. E. Loop 410,San Antonio,TX,78209,"","",29.51671437,-98.45854906,"Monday - Sunday, 8am-11pm"
Memorial Hermann 24-Hour Emergency Care,9950 Woodlands Pkwy,The Woodlands,TX,77382,"",http://www.memorialhermann.org/locations/memorial-hermann-24-hour-er-in-the-woodlands---spring/,30.19162366,-95.58575641,24/7
Baylor Scott and White Clinic,102 E Young St,Llano,TX,78643,"","",30.75950799,-98.67457705,8am-5pm Mon-Fri
Legacy Mapleridge,6550 Mapleridge St,Houston,TX,77081,"","",29.70979169,-95.47479822,"M-F, 8am - 5pm"
Texas MedClinic - SE Military / Roosevelt,1111 Southeast Military Dr,San Antonio,TX,78214,"","",29.35544352,-98.48085861,"Monday - Sunday, 8am-11pm"
Houston Methodist Emergency Center Pearland,11525 Broadway St,Pearland,TX,77584,"","",29.55583803,-95.39868055,Open 24/7/365
Texas MedClinic - Blanco / Parliament,11811 Blanco Road,San Antonio,TX,78216,"","",29.54909334,-98.51077763,"Monday - Sunday, 8am-11pm"
Legacy Bissonnett,12667 Bissonnet St,Houston,TX,77099,8325485226,"",29.67757298,-95.60144038,
Legacy Montrose,1415 California St,Houston,TX,77006,"","",29.74505936,-95.39430706,"M-F:8-5, Sat:9-3"
UTMB Health Access Center,136 E Hospital Dr,Angleton,TX,77515,"","",29.18486914,-95.4035593,24X7
Texas MedClinic - Hwy 151 / Loop 410,8519 State Hwy 151,San Antonio,TX,78245,"","",29.43810468,-98.65430455,
Starr County Covid 19 Testing Center,142 FM 3167,Rio Grande City,TX,78582, ,"",26.39063745,-98.85439704,12:00 -18:00
Dell Medical School Health Transformation Building,1601 Trinity St,Austin,TX,78701,"","",30.27684574,-97.73555967,
Legacy ER & Urgent Care,16151 Eldorado pkwy,Frisco,TX, ,"","",33.17415418,-96.73366509,
Baylor Scott & White Convenient Care Clinic - College Station,1700 University Dr E,College Station,TX,77840, ,"",30.63872337,-96.31156411,8 am - 5 pm
Lonestar 24 Hour ER,1751 Medical Way,New Braunfels,TX,78132,"","",29.71729081,-98.162398,Open 24 Hours
Texas MedClinic Hwy 46 / Oak Run Pkwy,1922 State Hwy 46 W,New Braunfels,TX,78132,"","",29.72088466,-98.16779968,"Monday - Sunday, 8am-11pm"
Christus Spohn Hospital - Memorial,2606 Hospital Blvd,Corpus Christi,TX,78405,"","",27.78025975,-97.41819821,By Appointment
Texas MedClinic - SW Military / Zarzamora,2530 SW Military Drive,San Antonio,TX,78224,"","",29.35661356,-98.53569891,"Monday - Sunday, 8am-11pm"
Baylor St. Luke's Medical Group - Primary Care,602 Lawrence Street,Tomball,TX,77375,"",https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-group-primary-care-14,30.0881088,-95.62637,
Legacy Central Beaumont,450 N 11th St,Beaumont,TX,77702,"","",30.08498372,-94.12974573,"M-F, 8am - 5pm"
Texas MedClinic - Loop 1604 / Stone Oak Pkwy,323 North Loop 1604 West,San Antonio,TX,78232,"","",29.60894481,-98.49696116,"Monday - Sunday, 8am-11pm"
"Legacy Community Health, Fifth Ward",3811 Lyons Ave,Houston,TX,77020,"","",29.7761046,-95.33167918,"M-F, 8am - 5pm"
Midland Memorial Hospital Drive Thru,400 Rosalind Redfern Grover Pkwy,Midland,TX,79701,"","",31.99627464,-102.0992271,24/7
BSA CareXpress Urgent Care,400 SW 14th Ave,Amarillo,TX, ,"","",35.19987549,-101.842051,8am-6pm Mon-Fri
Legacy Branard,401 Branard St,Houston,TX,77006,"","",29.73648528,-95.38471715,
Baylor Scott & White Clinic - Round Rock,425 University Blvd,Round Rock,TX,78665,"","",30.55922678,-97.68109819,7am - 5pm
Texas MedClinic Hwy 281 / Hwy 46,426 Singing Oaks,Spring Branch,TX,78070,"","",29.80428517,-98.41917945,"Monday - Sunday, 8am-11pm"
Baylor Scott & White PCA,4400 IH 30,Greenville,TX,75402,"","",33.0892905,-96.12621884,8am-5pm
My Urgent Care Clinic,"4438 South Clack St, Suite 200",Abilene,TX,79606,325-704-4470,"",32.39923503,-99.75565656,"Covid Testing hours 10am-6pm, verified by phone, not updated on website yet"
Coastal Health and Wellness,4700 Broadway F100,Galveston,TX,77551,"","",29.29408941,-94.81987926,"M-F, 8am-8pm"
OakBend Medical Center New Territory Imaging Center,4907 Sandhill Drive,Sugar Land,TX,77479,281-341-2027,"",29.59901339,-95.68154719,8am-1pm
UMMC - Tidwell,510 W Tidwell Rd,Houston,TX,77091,"","",29.84785635,-95.40816118,"M-F, 8am - 6pm"
Baylor Scott & White Medical Center - Austin,"5251 West, US-290 Ste 200",Austin,TX,78735, ,"",30.23541252,-97.83572608,
Legacy Northline,5598-A1 North Fwy,Houston,TX,77076,"","",29.84773202,-95.39391863,"M-F, 8am - 5pm"
Legacy Santa Clara,"5616 Lawndale St., Ste A108",Houston,TX,77023,"","",29.72623003,-95.31718796,"M-F, 8am-5pm"
Neighborhood Medical Center Clinic,5917 Belt Line Rd,Dallas,TX, ,"","",32.95412854,-96.80607172,8:00AM - 7:00PM
My Family Doctor Drive Thru,6430 Hillcroft Ave,Houston,TX,77081, ,"",29.71216585,-95.49430005,"M-F, 9am-4pm"
Texas MedClinic - Loop 1604 N / Culebra,6530 W Loop 1604 N,San Antonio,TX,78254,"","",29.58837931,-98.61559043,"24/7, 365"
Texas MedClinic - Ingram / Loop 410,6570 Ingram Road,San Antonio,TX,78238,"","",29.46544389,-98.62260718,"Monday - Sunday, 8am-11pm"
MD Anderson Bellaire Diagnostic Imaging,6602 Mapleridge St,Houston,TX,77081,"","",29.7086457,-95.47400994,"M-F, 6:30am-3pm"
Legacy Sharpstown,6677 Rookin,Houston,TX,77074,"","",29.70699985,-95.4964569,"M-F, 8am-5pm"
BSA CareXpress Urgent Care,7304 SW 34th,Amarillo,TX, ,(806) 350-3010,"",35.17655157,-101.9221308,"8am-8pm, Mon-Fri, Sat 9am-5pm, Sun 10am-5pm"
Next Level Urgent Care Pearland,"8325 Broadway St, Suite 220",Pearland,TX,77584,"","",29.56052934,-95.34985382,9AM - 9PM
Texas MedClinic - IH 35 N / Loop 1604,8341 Agora Parkway,Selma,TX,78154,"","",29.57394775,-98.32423565,"24/7, 365"
BSA CareXpress Urgent Care,911 23rd Street,Canyon,TX, ,(806) 655-2104,"",34.97384481,-101.9187136,8am-midnight Mon-Fri
Legacy ER & Urgent Care,9205 Legacy Dr,Frisco,TX,75033,"","",33.15486593,-96.84804083,
Texas MedClinic - Loop 1604 / Bandera,9207 North Loop 1604,West San Antonio,TX,78249,"","",29.55682403,-98.66473133,"Monday - Sunday, 8am-11pm"
Texas MedClinic - IH 35 N / Hwy 46,958 IH 35N,New Braunfels,TX,78130,"","",29.69666132,-98.09655386,"Monday - Sunday, 8am-11pm"
Coastal Health & Wellness,9850 Emmett F Lowry Expy,Texas City,TX,77591,"","",29.40458212,-95.01717123,"M-F, 8am-8pm"
Harris County Health Department,701 East Main Street,Tomball,TX, ,2-1-1,"",30.1011506,-95.6062007,
SUGAR HOUSE HEALTH CENTER,1280 E Stringham Ave,Salt Lake City,UT,84106,"","",40.72072971,-111.8547523,Mon-Fri 8 am - 6 pm; Sat-Sun 10 am - 3 pm
Shannon Health Drive-Thru Screening and Testing,1620 University Ave,San Angelo,TX,76904,844-674-2666,"",31.4360388,-100.4556212,9am-5pm Mon-Fri
Legacy ER & Urgent Care,2901 Denton Tap Rd,Irving,TX,75067,"","",32.9892469,-96.99321782,
American Airlines Center - Parking Lot E,2500 Victory Ave,Dallas,TX,75219,211,"",32.79049964,-96.8102753,8 am - 8 pm
Legacy ER & Urgent Care,2845 Terrace Dr,McKinney,TX,75071,"","",33.22878205,-96.6519203,
Lillian M. Hudspeth Memorial Hospital,308 Hudspeth St,Sonora,TX,76950,"","",30.56323056,-100.6347608,
Parkland Memorial Hospital,4811 Harry Hines Blvd,Dallas,TX,75235,214-590-8060,"",32.81300903,-96.83567749,By appointment only
Phoebe Putney Memorial Hospital Testing Site,804 13th Avenue,Albany,GA,31701,229-312-1919,https://www.phoebehealth.com/,31.6066238,-84.1717317,Calls will be answered from 7:00 a.m. to 7:00 p.m.
Sugar House Health Center,1280 E. Stringham Avenue,Salt Lake City,UT,84106,"",https://healthcare.utah.edu/locations/sugar-house/index.php,40.7209251,-111.8548992,
Jesse Owens Memorial Complex - Ellis Davis Field House,1000 E Danieldale Rd,Desoto,TX,75115,211,"",32.63731871,-96.84224282,8 am - 8 pm
Shannon Health Drive-Thru Screening and Testing,120 E Beauregard Ave,San Angelo,TX,76903,844-674-2666,"",31.463613,-100.434895,9am-5pm Mon-Fri
UMC,4321 4th St,Lubbock,TX,79415, ,"",33.585453,-101.89188,7 am-7 pm weekdays; 1 pm - 5 pm weekends
Redwood Health Center,1525 2100 S,Salt Lake City,UT,84119,"","",40.72573775,-111.9325533,Mon-Fri 8 am - 6 pm; Sat-Sun 10 am - 3 pm
University of Utah Hospital,50 N. Medical Drive,Salt Lake City,UT,84132,"",https://healthcare.utah.edu/locations/hospital/index.php,40.76886,-111.83756,
Redwood Health Center,1525 West 2100 South,Salt Lake City,UT,84119,"",https://healthcare.utah.edu/locations/redwood/index.php,40.725039,-111.9332457,
Farmington Health Center,165 N University Ave,Farmington,UT,84025,"","",40.98325298,-111.9091339,Mon-Fri 8 am - 6 pm; Sat-Sun 10 am - 3 pm
Redstone Health Center,1743 Redstone Center Dr,Park City,UT,84098,"","",40.72083829,-111.5433176,
Layton Clinic,2075 N University Park Blvd,Layton,UT,84041,"","",41.09046229,-111.9886429,Mon-Fri 9am-5pm
North Ogden InstaCare,2400 N Washington Blvd,North Ogden,UT,84414,"","",41.30092439,-111.9677929,Mon-Sun 9am-5pm
Lehi Clinic Instacare,3249 N 1200 W Ste A,Lehi,UT,84043,"","",40.42852475,-111.869246,Mon-Sun 9am-5pm
Southridge InstaCare,3723 W 12600 S Ste 150,Riverton,UT,84065,"","",40.52097678,-111.9802082,Mon-Sun 9am-5pm
Taylorsville InstaCare,3845 W 4700 S,Taylorsville,UT,84129,"","",40.6665649,-111.9833249,Mon-Sun 9am-5pm
Salt Lake InstaCare,389 S 900 E,Salt Lake City,UT,84102,"","",40.76112895,-111.8647706,Mon-Sun 9am-5pm
North Cache Valley InstaCare,4088 N Hwy 91,Hyde Park,UT,84318,"","",41.80644037,-111.8347984,Mon-Sun 9am-5pm
South Jordan Health Center,5126 W Daybreak Pkwy,South Jordan,UT,84009,"","",40.54124199,-112.0139876,Mon-Fri 8 am - 6 pm; Sat-Sun 10 am - 3 pm
River Road InstaCare,577 S River Rd St,George,UT,84790,"","",37.09823843,-113.5559363,Mon-Sun 9am-5pm
Park City Ice Rink,600 Gillmor Way,Park City,UT,84060,"","",40.68220212,-111.4708674,Mon-Fri 9am-6pm  Sat-Sun Noon-6pm
Sterling Urgent Care,630 E 1400 N Suite 150,Logan,UT,84341,"","",41.75714701,-111.8187743,"M-F, 8 am to 8 pm"
Springville InstaCare,762 W 400 S,Springville,UT,84663,"","",40.16147388,-111.6264233,Mon-Sun 9am-5pm
Bear River Clinic,935 N 1000 W,Tremonton,UT,84337,"","",41.72434145,-112.1816739,M-F 9am-5pm
Cedar City Instacare,962 Sage Dr,Cedar City,UT,84720,"","",37.66054916,-113.0811028,
South Jordan Health Center,5126 W. Daybreak Parkway,South Jordan,UT,84009,"",https://healthcare.utah.edu/locations/south-jordan/index.php,40.541004,-112.01397,
Westridge Health Center,3730 W. 4700 S.,West Valley City,UT,84129,"",https://healthcare.utah.edu/locations/westridge/index.php,40.6684162,-111.9797168,
Better Medcare Chester Location,11380 Iron Creek Rd,Chester,VA,23831,"","",37.36002658,-77.49647588,08:00am-04:00pm
Valley Health Urgent Care,120 North Commerce Ave,Front Royal,VA,02263,"","",38.91990896,-78.19031006,
University of Virginia University Hospital,1215 Lee St,Charlottesville,VA,22903,"","",38.03200543,-78.49866154,
Woodbridge Medical Center,14139 Potomac Mills Road,Woodbridge,VA,22192,"","",38.638395,-77.293926,
NH UVA Haymarket Medical Center,15225 Heathcote Blvd,Haymarket,VA,20169,"","",38.82082019,-77.64258782,Open 24 hours
Lonesome Pine Hospital,1990 Holton Ave,Big Stone Gap,VA,24219,"","",36.87748413,-82.7544336,General visiting hours: Open visiting hours daily
Sentara CarePlex Hospital,3000 Coliseum Dr,Hampton,VA,23666, ,"",37.05621043,-76.39036832,"Friday, March 27: 10:00 a.m. ‚Äì 2:00 p.m. Monday, March 30: 10:00 a.m. ‚Äì 2:00 p.m."
Sentara CarePlex Hospital,3000 Coliseum Dr,Hampton,VA,23666, ,"",37.05697459,-76.39022884,"Friday, March 27: 10:00 a.m. ‚Äì 2:00 p.m. Monday, March 30: 10:00 a.m. ‚Äì 2:00 p.m."
Inova Loudoun Hospital,44045 Riverside Pkwy,Leesburg,VA,20176,"","",39.07394941,-77.47803009,Open 24 hours
KidMed West End,4687 Pouncey Tract Road,Glen Allen,VA,23059,"","",37.66507232,-77.61369126,M-F 02:00pm-09:00pm; Sat-Sun 10:00am-06:00
Kaiser Permanente Tysons Corner,8008 Westpark Dr,McLean,VA,22102,"","",38.92869868,-77.22448082,
NH UVA Prince William Medical Center in Manassas,8700 Sudley Rd,Manassas,VA,20110,"","",38.76735645,-77.48831968,Open 24 hours
Military Circle,880 N Military Hwy,Norfolk,VA,23502, ,"",36.85208269,-76.20553168,"Friday, March 27: 10:00 a.m. ‚Äì 2:00 p.m. Monday, March 30: 10:00 a.m. ‚Äì 2:00 p.m."
Champlain Valley Expo,105 Pearl St,Essex Junction,VT,05452, ,"",44.49936462,-73.1187697,10am-4pm
Porter Hospital,115 Porter Drive,Middlebury,VT,05753,1802388470,"",43.99948958,-73.16979569,8 am to 5 pm Monday to Friday
Vermont Department of Health Labratory,359 S Park Dr,Colchester,VT,05446,"","",44.50132361,-73.17782122,7:45a-4:30p
King County Health Department,33431 13th Place South,Federal Way,WA, ,"","",47.302452,-122.31672,
Benton Franklin Health Department,310 7th St,Prosser,WA, ,"","",46.20848,-119.7719,
Primary Care at Northwest Outpatient Medical Center,"10330 Meridian Ave. N, Suite 230",Seattle,WA,98133,"",https://www.uwmedicine.org/locations/northwest-primary-care-outpatient-medical-center,47.70411,-122.33391,
UW Neighborhood Northgate Clinic,314 NE Thornton Place,Seattle,WA,98125,"",https://www.uwmedicine.org/locations/primary-care-northgate,47.70242,-122.325554,
Senior Care Clinic at Harborview,"325 9th Ave., 3rd Floor",Seattle,WA,98104,"",https://www.uwmedicine.org/locations/senior-care-harborview,47.60419,-122.32352,
Seattle / King County Department of Public Health,401 5th Avenue,Seattle,WA, ,"",http://www.kingcounty.gov/healthservices/health/locations.aspx,47.62215,-122.34765,
UW Neighborhood Ravenna Clinic - Primary Care and Urgent Care Services,"4915 25th Ave. NE, Suite 300W",Seattle,WA,98105,"",https://www.uwmedicine.org/locations/primary-care-ravenna,47.664776,-122.30087,
UW Neighborhood Shoreline Clinic - Primary Care and Urgent Care Services,1355 N 205th St.,Shoreline,WA,98133,"",https://www.uwmedicine.org/locations/primary-care-shoreline,47.777782,-122.342636,
Seattle King County Health Department,10808 Northeast 145th Street,Bothell,WA, ,"","",47.733044,-122.19746,
Whitman County Public Health,310 North Main Street,Colfax,WA, ,"",http://www.whitmancounty.org/page.aspx?pn=public+health,46.791485,-117.24773,
Goldendale Health Department,228 West Main Street,Goldendale,WA, ,"","",45.822216,-120.82513,
UW Neighborhood Issaquah Clinic - Primary Care and Urgent Care Services,"1740 NW Maple Street, Suite 100",Issaquah,WA,98027,"",https://www.uwmedicine.org/locations/primary-care-issaquah,47.54301,-122.06336,
UW Neighborhood Kent-Des Moines Clinic,23213 Pacific Highway S,Kent,WA,98032,"",https://www.uwmedicine.org/locations/primary-care-kent-des-moines,47.393444,-122.29496,
Kent Health Center,25742 104th Avenue Southeast,Kent,WA, ,"","",47.37186,-122.2024,
Primary Care at Lake Forest Park,"17191 Bothell Way NE, Suite 205",Lake Forest Park,WA,98155,"",https://www.uwmedicine.org/locations/northwest-primary-care-lake-forest-park-clinic,47.7539799,-122.2782252,
UW Medicine Lopez Island Clinic,103 Washburn Place,Lopez Island,WA,98261,"",https://www.uwmedicine.org/locations/lopez-island-clinic,48.5249916,-122.9127319,
Maple Valley Clinic - Urgent Care - Valley Medical Center,26458 Maple Valley Black Diamond Rd SE,Maple Valley,WA,98038,"",http://www.valleymed.org/MapleValleyUC/?terms=maple%20valley,47.363056,-122.02128,Call ahead
Grant County Health District,1038 W. Ivy Suite 1,Moses Lake,WA,98837,"",http://granthealth.org/updates-for-covid-19-in-grant-county/,47.1226289,-119.2899047,
Whitman County Health Department,1205 Southeast Professional Mall Boulevard,Pullman,WA, ,"","",46.719063,-117.165054,
King County Health Department,10700 Southeast 174th Street,Renton,WA, ,"","",47.44655,-122.19842,
King County Health Department,10501 Meridian Avenue North,Seattle,WA, ,"","",47.70511,-122.33394,
King County Health Department,10821 8th Avenue Southwest,Seattle,WA, ,"","",47.5061601,-122.3453162,
Primary Care at North Seattle,11011 Meridian Ave N.,Seattle,WA,98133,"",https://www.uwmedicine.org/locations/northwest-primary-care-north-seattle-clinic,47.708797,-122.33401,
UW Medical Center - Northwest,1550 N 115th St.,Seattle,WA,98133,"",https://www.uwmedicine.org/locations/northwest-hospital,47.712307,-122.33911,
Primary Care - Internal Medicine at UW Medical Center - Northwest,"1560 N 115th, Suite 110",Seattle,WA,98133,"",https://www.uwmedicine.org/locations/northwest-primary-care-main-campus-clinic,47.713742,-122.3355417,
UW Medical Center - Montlake,1959 NE Pacific St.,Seattle,WA,98195,"",https://www.uwmedicine.org/locations/uw-medical-center,47.650784,-122.30811,
Third Avenue Center,2028 3rd Ave.,Seattle,WA,98121,"",https://www.uwmedicine.org/locations/third-avenue-center,47.612644,-122.3413,
Pioneer Square Clinic,206 3rd Ave. S,Seattle,WA,98104,"",https://www.uwmedicine.org/locations/pioneer-square,47.600765,-122.33026,
UW Neighborhood Belltown Clinic,"2505 2nd Ave., Suite 200",Seattle,WA,98121,"",https://www.uwmedicine.org/locations/primary-care-belltown,47.615417,-122.348,
Harborview Medical Center,325 9th Ave,Seattle,WA,98104,"",https://www.uwmedicine.org/locations/harborview-medical-center,47.60419,-122.32352,
Madison Clinic at Harborview,"325 9th Ave., 2nd Floor",Seattle,WA,98104,"",https://www.uwmedicine.org/locations/madison-harborview,47.60419,-122.32352,
Adult Medicine Clinic at Harborview,"325 9th Ave., Ground Floor",Seattle,WA,98104,"",https://www.uwmedicine.org/locations/adult-medicine-harborview,47.60419,-122.32352,
International Medicine Clinic at Harborview,"325 9th Ave., Ground Floor",Seattle,WA,98104,"",https://www.uwmedicine.org/locations/international-medicine-harborview,47.60419,-122.32352,
Pediatric Clinic at Harborview,"325 9th Ave., Ground Floor",Seattle,WA,98104,"",https://www.uwmedicine.org/locations/pediatrics-harborview,47.60419,-122.32352,
Primary Care at Fremont,"400 N. 34th Street, Suite 203",Seattle,WA,98103,"",https://www.uwmedicine.org/locations/northwest-primary-care-fremont-clinic,47.650414,-122.35423,
Kaiser Permanente Puyallup Medical Center,1007 39th Ave. S.E.,Puyallup,WA,98374,"","",47.15479069,-122.2800607,
Silverdale: Kaiser Permanente Silverdale Medical Center,10452 Silverdale Way N.W.,Silverdale,WA,98383,"","",47.658078,-122.684346,
Primary Care at North Seattle | UW Medicine,11011 Meridian Ave N #201,Seattle,WA,98133,"","",47.70892837,-122.3340475,
Everett Clinic Shoreline,1201 N 175th St,Shoreline,WA,98133,206-401-3200,"",47.75480053,-122.3428678,Mon - Fri: 7:00am - 7:30pm Sat & Sun: 8am - 5pm
Burien: Kaiser Permanente Burien Medical Center,140 SW 146th St,Burien,WA,98166,"","",47.472966,-122.3357085,
Family Medicine Clinic at Harborview,"401 Broadway, Suite 2075",Seattle,WA,98104,"",https://www.uwmedicine.org/locations/family-medicine-harborview,47.6054787,-122.3213825,
Franciscan Prompt Care ‚Äì Burien,16045 1st Ave S,Burien,WA,98148,206-965-4180,"",47.45831937,-122.3348693,"Monday, 8:00 a.m. - 7:30 p.m. Tuesday, 8:00 a.m. - 7:30 p.m. Wednesday, 8:00 a.m. - 7:30 p.m. Thursday, 8:00 a.m. - 7:30 p.m. Friday, 8:00 a.m. - 7:30"
Providence Regional Medical Center Everett,1700 13th Street,Everett,WA,98201,425-261-2000,"",48.00009315,-122.2055859,
Overlake Clinics Redmond Urgent Care,17209 Redmond Way,Redmond,WA, ,"","",47.67054235,-122.1101268,Daily 7am to 11pm
